item,itemLabel,startDate,endDate,sourceDate,psid
Q6914519,Morten Ruud,1998,2001,,Q6914519-f1b6d65a-4447-500e-378d-2df6534b1a02
Q1769412,Odd Olsen Ingerø,2001,2005,,Q1769412-b8504db3-4dfd-5407-6b7c-ae4874cff236
Q2602721,Per Sefland,2005,2009,,Q2602721-a353906d-411f-1bb3-54ff-546e04308685
Q2607900,Sven Ole Fagernæs,2005,2005,,Q2607900-43a71bcd-4126-45cf-3449-4b562a3a2b71
Q1769412,Odd Olsen Ingerø,2009,2015,,Q1769412-493ddd49-4a6d-66e7-1e62-b574da87823a
Q21795294,Kjerstin Askholt,2015-10-01,2021-07-01,,Q21795294-ba9503df-4bbc-fc27-82a6-981d0a6f4a9e
Q98399126,Lars Fause,2021-06-24,,,Q98399126-81335c42-4bb0-1629-c9c4-87d36ded05ed
